"http://www.linkedin.com/company/semler-gruppen-a-s","Semler Gruppen A/S","http://www.semler.dk","1001-5000","Motor Vehicle Manufacturing","","undefined","success"
"http://www.linkedin.com/company/vandamdatapartners","Van Dam Datapartners","https://vandamdatapartners.nl/","51-200","Business Consulting and Services","Utrecht, Utrecht","Maatschappelijke organisaties de taal van data leren spreken","success"
